"id","station_ID","Date","TemperatureCAvg","TemperatureCMax","TemperatureCMin","WindkmhDir","WindkmhGust","WindkmhInt"
5581,8558,2015-05-31,21,30.8,11.7,"NW",43.2,16.2
5582,8521,2015-05-31,19.2,22.7,16.3,"N",39.6,14
5583,8567,2015-05-31,17.9,25.5,9.8,"W",39.6,6.5
5584,8521,2015-05-31,19.2,22.7,16.3,"N",39.6,14
5586,8521,2015-05-31,19.2,22.7,16.3,"N",39.6,14
5587,8558,2015-05-31,21,30.8,11.7,"NW",43.2,16.2
5588,8562,2015-06-01,21,30.5,12,"NW",NA,17.7
5590,8571,2015-06-01,22,29,14.9,"N",NA,14.4
5591,8541,2015-06-01,17.3,21.1,12.9,NA,NA,NA
5592,8558,2015-06-01,20.7,29.9,12.9,"NW",39.6,17.1
5593,8548,2015-06-01,18.1,23.9,14,"NNW",32.4,10.7
5595,8571,2015-06-01,22,29,14.9,"N",NA,14.4
5596,8521,2015-06-01,19.4,23,16.8,"N",54,22.1
5597,8567,2015-06-01,17.4,24.2,10.4,"W",32.4,7.4
5599,8521,2015-06-01,19.4,23,16.8,"N",54,22.1
5600,8567,2015-06-01,17.4,24.2,10.4,"W",32.4,7.4
5601,8521,2015-06-01,19.4,23,16.8,"N",54,22.1
5604,8548,2015-06-01,18.1,23.9,14,"NNW",32.4,10.7
5605,8521,2015-06-01,19.4,23,16.8,"N",54,22.1
5609,8567,2015-06-01,17.4,24.2,10.4,"W",32.4,7.4
5611,8558,2015-06-01,20.7,29.9,12.9,"NW",39.6,17.1
5612,8548,2015-06-01,18.1,23.9,14,"NNW",32.4,10.7
5616,8548,2015-06-02,15.8,23,11.9,"NNW",32.4,8.7
5618,8571,2015-06-02,21.1,28.4,12.4,"NNW",NA,10.4
5619,8567,2015-06-02,16.9,24.3,10.3,"W",32.4,6.5
5621,8567,2015-06-02,16.9,24.3,10.3,"W",32.4,6.5
5622,8548,2015-06-02,15.8,23,11.9,"NNW",32.4,8.7
5624,8558,2015-06-02,20.8,30.7,10.2,"NW",32.4,13.1
5625,8541,2015-06-02,17.2,21.8,12.4,"NNW",NA,27.3
5626,8561,2015-06-02,20.5,30.1,11,"NW",36,14.4
5627,8551,2015-06-02,14.6,19.4,8.5,"NNW",43.2,8.6
5628,8521,2015-06-02,19.8,22.7,17.7,"N",54,23.9
5630,8571,2015-06-03,25,30.6,18.6,"NNW",NA,10.2
5632,8561,2015-06-03,23,32.2,11.3,"NW",NA,14
5633,8551,2015-06-03,15.3,20.5,8.8,"NNW",39.6,8.6
5634,8548,2015-06-03,17,24.4,12.2,"NW",32.4,9
5637,8548,2015-06-03,17,24.4,12.2,"NW",32.4,9
5639,8567,2015-06-03,19.7,28.3,11.1,"W",25.2,5.4
5640,8521,2015-06-03,19,22.6,16.8,"NNE",64.8,26.6
5641,8521,2015-06-03,19,22.6,16.8,"NNE",64.8,26.6
5642,8567,2015-06-03,19.7,28.3,11.1,"W",25.2,5.4
5643,8548,2015-06-03,17,24.4,12.2,"NW",32.4,9
5644,8548,2015-06-03,17,24.4,12.2,"NW",32.4,9
5646,8521,2015-06-03,19,22.6,16.8,"NNE",64.8,26.6
5647,8551,2015-06-03,15.3,20.5,8.8,"NNW",39.6,8.6
5648,8522,2015-06-03,19.3,22.6,16.1,"W",18,4.7
5651,8571,2015-06-03,25,30.6,18.6,"NNW",NA,10.2
5653,8521,2015-06-03,19,22.6,16.8,"NNE",64.8,26.6
5654,8561,2015-06-03,23,32.2,11.3,"NW",NA,14
5657,8548,2015-06-03,17,24.4,12.2,"NW",32.4,9
5658,8568,2015-06-03,17.2,22.8,13.2,"ESE",NA,8.3
5661,8521,2015-06-03,19,22.6,16.8,"NNE",64.8,26.6
5662,8571,2015-06-03,25,30.6,18.6,"NNW",NA,10.2
5663,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5664,8571,2015-06-04,28.6,36,20.2,"S",NA,8.6
5665,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5666,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5667,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5668,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5669,8570,2015-06-04,27.1,34.9,18.4,"W",28.8,6.5
5670,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5672,8541,2015-06-04,18.5,24.4,14,"NNW",NA,24.3
5673,8562,2015-06-04,26.3,37,15.8,"SW",NA,11.9
5674,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5675,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5676,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5679,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5681,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5682,8537,2015-06-04,NA,NA,NA,"N",NA,16.8
5684,8571,2015-06-04,28.6,36,20.2,"S",NA,8.6
5685,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5686,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5687,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5688,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5689,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5692,8567,2015-06-04,22.9,31.8,13.4,"W",28.8,5.6
5693,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5694,8567,2015-06-04,22.9,31.8,13.4,"W",28.8,5.6
5695,8567,2015-06-04,22.9,31.8,13.4,"W",28.8,5.6
5696,8548,2015-06-04,19,28,13.4,"WNW",28.8,6.8
5697,8567,2015-06-04,22.9,31.8,13.4,"W",28.8,5.6
5698,8561,2015-06-04,25.1,35.8,15.3,"SW",43.2,14
5699,8567,2015-06-04,22.9,31.8,13.4,"W",28.8,5.6
5700,8541,2015-06-04,18.5,24.4,14,"NNW",NA,24.3
5701,8521,2015-06-04,19.2,22.5,16.8,"N",61.2,26.1
5702,8570,2015-06-04,27.1,34.9,18.4,"W",28.8,6.5
5703,8567,2015-06-04,22.9,31.8,13.4,"W",28.8,5.6
5704,8570,2015-06-05,26.4,34.9,18.4,"WNW",36,8.7
5705,8521,2015-06-05,19.5,22.1,17.6,"N",82.9,32.4
5706,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5707,8551,2015-06-05,15.4,19.3,13,"NW",36,6.3
5708,8570,2015-06-05,26.4,34.9,18.4,"WNW",36,8.7
5709,8521,2015-06-05,19.5,22.1,17.6,"N",82.9,32.4
5710,8521,2015-06-05,19.5,22.1,17.6,"N",82.9,32.4
5711,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5712,8554,2015-06-05,24.8,28.8,18.8,"E",54,17
5713,8561,2015-06-05,25.5,35.6,15.7,"SW",43.2,14.9
5716,8548,2015-06-05,17.2,25.6,13.2,"NW",25.2,7.1
5717,8571,2015-06-05,27.2,34.6,19.4,"SSE",NA,9.2
5718,8558,2015-06-05,24.9,36,13.3,"W",28.8,6.8
5719,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5721,8570,2015-06-05,26.4,34.9,18.4,"WNW",36,8.7
5722,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5723,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5725,8570,2015-06-05,26.4,34.9,18.4,"WNW",36,8.7
5726,8551,2015-06-05,15.4,19.3,13,"NW",36,6.3
5727,8570,2015-06-05,26.4,34.9,18.4,"WNW",36,8.7
5728,8551,2015-06-05,15.4,19.3,13,"NW",36,6.3
5729,8521,2015-06-05,19.5,22.1,17.6,"N",82.9,32.4
5730,8570,2015-06-05,26.4,34.9,18.4,"WNW",36,8.7
5731,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5733,8551,2015-06-05,15.4,19.3,13,"NW",36,6.3
5734,8551,2015-06-05,15.4,19.3,13,"NW",36,6.3
5735,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5736,8521,2015-06-05,19.5,22.1,17.6,"N",82.9,32.4
5737,8558,2015-06-05,24.9,36,13.3,"W",28.8,6.8
5739,8567,2015-06-05,23,31.1,15.5,"W",28.8,4.8
5740,8567,2015-06-06,23.2,30.7,15.7,"WNW",32.4,6.5
5741,8570,2015-06-06,25.1,33.7,20.6,"NNW",28.8,9.5
5742,8548,2015-06-06,17.4,26.5,12.5,"NW",32.4,8.3
5743,8531,2015-06-06,15.6,17.2,14.9,"N",32.4,25.2
5744,8570,2015-06-06,25.1,33.7,20.6,"NNW",28.8,9.5
5745,8567,2015-06-06,23.2,30.7,15.7,"WNW",32.4,6.5
5747,8562,2015-06-06,25.4,35.3,16.6,"W",NA,10.8
5748,8521,2015-06-06,19.8,22.1,18.2,"N",136.9,46.4
5749,8562,2015-06-06,25.4,35.3,16.6,"W",NA,10.8
5750,8567,2015-06-06,23.2,30.7,15.7,"WNW",32.4,6.5
5751,8551,2015-06-06,17.6,22.6,13.3,"NNW",46.8,8.6
5752,8548,2015-06-06,17.4,26.5,12.5,"NW",32.4,8.3
5753,8571,2015-06-06,27.6,34.9,20.8,"N",NA,14
5758,8571,2015-06-06,27.6,34.9,20.8,"N",NA,14
5762,8551,2015-06-07,21,26.6,14.4,"NNW",28.8,6.8
5763,8571,2015-06-07,28.7,35.1,20.9,"S",NA,9
5765,8567,2015-06-07,25.8,33.3,18.2,"NNW",25.2,6.8
5770,8558,2015-06-07,26.2,36.3,16.4,"WSW",32.4,5.4
5773,8551,2015-06-07,21,26.6,14.4,"NNW",28.8,6.8
5774,8570,2015-06-07,28,36.1,20,"N",28.8,8.4
5776,8571,2015-06-07,28.7,35.1,20.9,"S",NA,9
5777,8548,2015-06-07,20.8,31.3,12.6,"W",28.8,7.4
5779,8521,2015-06-07,20.7,25.9,17.8,"N",93.7,21.6
5781,8548,2015-06-07,20.8,31.3,12.6,"W",28.8,7.4
5785,8561,2015-06-07,26.7,35.8,16.4,"SW",57.6,12.6
5787,8521,2015-06-07,20.7,25.9,17.8,"N",93.7,21.6
5788,8575,2015-06-07,24.1,32.2,15.2,"WNW",28.8,6.6
5789,8558,2015-06-07,26.2,36.3,16.4,"WSW",32.4,5.4
5790,8521,2015-06-07,20.7,25.9,17.8,"N",93.7,21.6
5791,8521,2015-06-07,20.7,25.9,17.8,"N",93.7,21.6
5793,8522,2015-06-07,20.2,23.1,18,"W",NA,3
5795,8575,2015-06-07,24.1,32.2,15.2,"WNW",28.8,6.6
5796,8567,2015-06-07,25.8,33.3,18.2,"NNW",25.2,6.8
5797,8521,2015-06-07,20.7,25.9,17.8,"N",93.7,21.6
5798,8521,2015-06-07,20.7,25.9,17.8,"N",93.7,21.6
5799,8521,2015-06-07,20.7,25.9,17.8,"N",93.7,21.6
5801,8548,2015-06-07,20.8,31.3,12.6,"W",28.8,7.4
5802,8571,2015-06-07,28.7,35.1,20.9,"S",NA,9
5803,8551,2015-06-07,21,26.6,14.4,"NNW",28.8,6.8
5805,8548,2015-06-07,20.8,31.3,12.6,"W",28.8,7.4
5806,8548,2015-06-07,20.8,31.3,12.6,"W",28.8,7.4
5808,8558,2015-06-07,26.2,36.3,16.4,"WSW",32.4,5.4
5809,8548,2015-06-07,20.8,31.3,12.6,"W",28.8,7.4
5811,8548,2015-06-07,20.8,31.3,12.6,"W",28.8,7.4
5812,8567,2015-06-07,25.8,33.3,18.2,"NNW",25.2,6.8
5818,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5819,8548,2015-06-08,25.4,34,16.7,"W",43.2,11.4
5820,8521,2015-06-08,20.2,24.1,17,"W",50.4,9
5821,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5822,8558,2015-06-08,25,36.3,16.7,"ESE",43.2,10.4
5824,8562,2015-06-08,26.5,37.2,19.8,"SSE",NA,10.7
5827,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5828,8561,2015-06-08,25.6,34.7,18.8,"SE",64.8,13.5
5830,8548,2015-06-08,25.4,34,16.7,"W",43.2,11.4
5831,8548,2015-06-08,25.4,34,16.7,"W",43.2,11.4
5833,8548,2015-06-08,25.4,34,16.7,"W",43.2,11.4
5834,8548,2015-06-08,25.4,34,16.7,"W",43.2,11.4
5835,8570,2015-06-08,26.3,33.1,18.7,"WNW",36,8.4
5836,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5837,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5840,8570,2015-06-08,26.3,33.1,18.7,"WNW",36,8.4
5842,8521,2015-06-08,20.2,24.1,17,"W",50.4,9
5843,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5844,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5847,8521,2015-06-08,20.2,24.1,17,"W",50.4,9
5848,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5850,8521,2015-06-08,20.2,24.1,17,"W",50.4,9
5851,8567,2015-06-08,24.5,33.6,18.8,"WNW",32.4,5.3
5852,8521,2015-06-08,20.2,24.1,17,"W",50.4,9
5853,8570,2015-06-08,26.3,33.1,18.7,"WNW",36,8.4
5854,8551,2015-06-08,22.2,28.6,15.5,"WSW",25.2,9
5858,8570,2015-06-09,26.6,34.3,20.6,"NNW",32.4,10.4
5859,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5861,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5863,8521,2015-06-09,19.3,21.4,17.1,"WNW",43.2,14.9
5864,8558,2015-06-09,27,33.7,17.9,"WNW",32.4,9.5
5865,8570,2015-06-09,26.6,34.3,20.6,"NNW",32.4,10.4
5866,8521,2015-06-09,19.3,21.4,17.1,"WNW",43.2,14.9
5867,8548,2015-06-09,24.4,31.8,16.2,"W",43.2,6.5
5868,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5869,8548,2015-06-09,24.4,31.8,16.2,"W",43.2,6.5
5870,8551,2015-06-09,24.6,32.1,19.1,"WNW",25.2,7.7
5873,8521,2015-06-09,19.3,21.4,17.1,"WNW",43.2,14.9
5874,8541,2015-06-09,22.1,29.6,16.9,"NW",NA,15.4
5876,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5877,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5878,8521,2015-06-09,19.3,21.4,17.1,"WNW",43.2,14.9
5879,8570,2015-06-09,26.6,34.3,20.6,"NNW",32.4,10.4
5880,8548,2015-06-09,24.4,31.8,16.2,"W",43.2,6.5
5881,8541,2015-06-09,22.1,29.6,16.9,"NW",NA,15.4
5882,8571,2015-06-09,27.2,34.1,21.5,"N",NA,12.5
5883,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5884,8558,2015-06-09,27,33.7,17.9,"WNW",32.4,9.5
5885,8562,2015-06-09,27.1,33.7,21.1,"WSW",NA,10.5
5886,8521,2015-06-09,19.3,21.4,17.1,"WNW",43.2,14.9
5887,8537,2015-06-09,NA,NA,NA,"W",32.4,9.6
5889,8551,2015-06-09,24.6,32.1,19.1,"WNW",25.2,7.7
5891,8521,2015-06-09,19.3,21.4,17.1,"WNW",43.2,14.9
5892,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5893,8537,2015-06-09,NA,NA,NA,"W",32.4,9.6
5896,8548,2015-06-09,24.4,31.8,16.2,"W",43.2,6.5
5897,8561,2015-06-09,26.2,33,19.6,"W",32.4,11.3
5900,8567,2015-06-09,23.8,31.4,17.6,"N",43.2,7.8
5905,8521,2015-06-10,19.4,20.8,17.4,"NW",28.8,10.4
5909,8570,2015-06-10,24.6,32.3,18.2,"NW",43.2,9.5
5910,8554,2015-06-10,22.2,25.8,19.3,"ESE",36,10.5
5912,8521,2015-06-10,19.4,20.8,17.4,"NW",28.8,10.4
5914,8571,2015-06-10,24.8,30.1,19.6,"NW",NA,11.3
5915,8567,2015-06-10,20.6,29.9,14.1,"WNW",32.4,4.4
5916,8548,2015-06-10,21.9,31.8,14.6,"W",25.2,7.2
5917,8548,2015-06-11,17.2,23.1,14.7,"WSW",32.4,9.2
5918,8548,2015-06-11,17.2,23.1,14.7,"WSW",32.4,9.2
5920,8548,2015-06-11,17.2,23.1,14.7,"WSW",32.4,9.2
5925,8521,2015-06-11,19.1,20.7,16.6,"SW",NA,4.5
5926,8521,2015-06-11,19.1,20.7,16.6,"SW",NA,4.5
5927,8567,2015-06-11,16.9,22.9,11.5,"WSW",25.2,5.6
5932,8567,2015-06-11,16.9,22.9,11.5,"WSW",25.2,5.6
5934,8541,2015-06-11,17.3,19.5,15.6,NA,NA,NA
5938,8570,2015-06-12,15.2,21,9.2,"W",28.8,8.9
5939,8537,2015-06-12,NA,NA,NA,"WNW",NA,7.2
5940,8548,2015-06-12,15,19.7,11,"WNW",25.2,7.1
5941,8561,2015-06-12,17.2,23.3,10.8,"W",25.2,15.8
5942,8567,2015-06-12,14.8,21.8,8.4,"WSW",36,9.6
5944,8551,2015-06-12,15.2,19.4,11.3,"NNW",32.4,8.1
5945,8521,2015-06-12,19,21.4,17,"WSW",21.6,6.8
5946,8558,2015-06-12,16.5,24.4,8.2,"WSW",39.6,13.5
5948,8548,2015-06-13,14.7,19.5,10.7,"WSW",36,9
5950,8521,2015-06-13,18,20.1,16.6,"NNE",39.6,11.7
5951,8548,2015-06-13,14.7,19.5,10.7,"WSW",36,9
5952,8561,2015-06-13,16.6,20.8,11.2,"WNW",43.2,15.4
5953,8521,2015-06-13,18,20.1,16.6,"NNE",39.6,11.7
5954,8521,2015-06-14,18.1,20.3,15.3,"N",43.2,12.2
5955,8575,2015-06-14,12.2,17.6,6.1,"SW",32.4,8.6
5956,8521,2015-06-14,18.1,20.3,15.3,"N",43.2,12.2
5957,8571,2015-06-15,13,16,11.5,"NW",NA,7.7
5958,8521,2015-06-15,19.6,22.3,16.4,"WNW",36,10.8
5959,8521,2015-06-15,19.6,22.3,16.4,"WNW",36,10.8
5960,8561,2015-06-15,15.4,21.4,10.7,"W",46.8,16.7
5961,8562,2015-06-15,16,22.6,10.9,"WSW",NA,16.8
5962,8558,2015-06-15,14.6,21.5,8.6,"WSW",32.4,11.3
5963,8548,2015-06-16,16.9,22.8,12.6,"WNW",28.8,7.2
5964,8521,2015-06-16,19.8,22.4,18.3,"N",43.2,20.3
5965,8521,2015-06-16,19.8,22.4,18.3,"N",43.2,20.3
5966,8548,2015-06-16,16.9,22.8,12.6,"WNW",28.8,7.2
5968,8521,2015-06-17,19.8,22.8,18.1,"NNE",54,25.2
5969,8561,2015-06-17,21.5,29.6,12.7,"NNW",39.6,13.1
5970,8561,2015-06-17,21.5,29.6,12.7,"NNW",39.6,13.1
5971,8561,2015-06-17,21.5,29.6,12.7,"NNW",39.6,13.1
5972,8521,2015-06-17,19.8,22.8,18.1,"NNE",54,25.2
5973,8567,2015-06-17,18.7,26.5,11.4,"W",43.2,4.7
5974,8548,2015-06-17,19.1,25.8,14,"NW",32.4,8
5975,8551,2015-06-17,17.7,23.5,12.2,"NW",28.8,9.5
5977,8521,2015-06-17,19.8,22.8,18.1,"NNE",54,25.2
5978,8548,2015-06-17,19.1,25.8,14,"NW",32.4,8
5980,8568,2015-06-17,NA,NA,NA,"NNE",NA,9.2
5981,8567,2015-06-17,18.7,26.5,11.4,"W",43.2,4.7
5982,8567,2015-06-17,18.7,26.5,11.4,"W",43.2,4.7
5983,8521,2015-06-18,19.8,23.1,16.6,"N",50.4,18.5
5987,8548,2015-06-18,23.5,31,16.7,"NNW",32.4,10.1
5989,8558,2015-06-18,25.5,33.8,16.3,"NNW",28.8,9.9
5993,8548,2015-06-18,23.5,31,16.7,"NNW",32.4,10.1
5995,8558,2015-06-18,25.5,33.8,16.3,"NNW",28.8,9.9
5997,8521,2015-06-18,19.8,23.1,16.6,"N",50.4,18.5
5998,8567,2015-06-18,20.8,28,12.6,"WNW",32.4,5.9
6000,8541,2015-06-18,21.4,27.1,16.7,"NW",NA,17
6003,8571,2015-06-18,25.5,30.7,20.9,"N",NA,16.4
6005,8537,2015-06-19,NA,NA,NA,"E",NA,14.4
6006,8567,2015-06-19,23.1,30.6,13.6,"NNW",32.4,7.2
6009,8571,2015-06-19,27.5,32.6,22.1,"N",NA,11.4
6010,8548,2015-06-19,25.3,33.3,19.4,"NNE",43.2,10.4
6011,8521,2015-06-19,20.2,23.2,16.7,"SW",25.2,7.2
6012,8567,2015-06-19,23.1,30.6,13.6,"NNW",32.4,7.2
6013,8558,2015-06-19,24.6,35.1,13.9,"W",25.2,10.4
6014,8521,2015-06-19,20.2,23.2,16.7,"SW",25.2,7.2
6015,8558,2015-06-19,24.6,35.1,13.9,"W",25.2,10.4
6016,8521,2015-06-19,20.2,23.2,16.7,"SW",25.2,7.2
6017,8558,2015-06-19,24.6,35.1,13.9,"W",25.2,10.4
6018,8561,2015-06-19,25.3,34.2,16.1,"W",NA,13.1
6019,8521,2015-06-19,20.2,23.2,16.7,"SW",25.2,7.2
6020,8548,2015-06-19,25.3,33.3,19.4,"NNE",43.2,10.4
6021,8548,2015-06-19,25.3,33.3,19.4,"NNE",43.2,10.4
6026,8558,2015-06-19,24.6,35.1,13.9,"W",25.2,10.4
6027,8521,2015-06-19,20.2,23.2,16.7,"SW",25.2,7.2
6028,8548,2015-06-19,25.3,33.3,19.4,"NNE",43.2,10.4
6029,8570,2015-06-19,25.2,31.8,17.5,"NNE",32.4,9.2
6030,8558,2015-06-19,24.6,35.1,13.9,"W",25.2,10.4
6032,8548,2015-06-20,26.7,35.5,20.4,"N",39.6,9.6
6033,8521,2015-06-20,20.3,23.4,17.2,"WSW",25.2,9
6035,8567,2015-06-20,24.7,32,17.2,"WNW",25.2,5.6
6036,8521,2015-06-20,20.3,23.4,17.2,"WSW",25.2,9
6037,8548,2015-06-20,26.7,35.5,20.4,"N",39.6,9.6
6039,8561,2015-06-20,27.1,36.3,17.2,"WNW",43.2,11.7
6040,8522,2015-06-20,19.8,22.9,17.6,"W",21.6,4.4
6044,8567,2015-06-20,24.7,32,17.2,"WNW",25.2,5.6
6046,8570,2015-06-20,28,35.3,21,"N",28.8,10.8
6047,8541,2015-06-20,21.5,28.4,17,"SW",NA,17
6048,8558,2015-06-20,28,37.4,16.7,"NW",39.6,10.4
6049,8567,2015-06-20,24.7,32,17.2,"WNW",25.2,5.6
6050,8541,2015-06-20,21.5,28.4,17,"SW",NA,17
6051,8548,2015-06-20,26.7,35.5,20.4,"N",39.6,9.6
6052,8521,2015-06-20,20.3,23.4,17.2,"WSW",25.2,9
6054,8548,2015-06-20,26.7,35.5,20.4,"N",39.6,9.6
6055,8570,2015-06-20,28,35.3,21,"N",28.8,10.8
6056,8551,2015-06-20,23.3,31.5,18.8,"WNW",28.8,9.5
6058,8567,2015-06-20,24.7,32,17.2,"WNW",25.2,5.6
6059,8548,2015-06-20,26.7,35.5,20.4,"N",39.6,9.6
6061,8562,2015-06-21,28.8,39.1,20,"SW",NA,12.9
6063,8541,2015-06-21,21.2,28.7,17.7,NA,NA,NA
6064,8521,2015-06-21,20.8,23.7,17.9,"SW",18,6.8
6067,8551,2015-06-21,25.4,34.4,19,"SE",36,3.2
6068,8548,2015-06-21,28.7,36.8,23.5,"NNE",36,10.1
6069,8567,2015-06-21,25.1,32.8,17.6,"N",25.2,5
6070,8567,2015-06-21,25.1,32.8,17.6,"N",25.2,5
6076,8521,2015-06-21,20.8,23.7,17.9,"SW",18,6.8
6080,8558,2015-06-21,27,38.5,17,"SW",32.4,11.7
6081,8541,2015-06-21,21.2,28.7,17.7,NA,NA,NA
6084,8521,2015-06-21,20.8,23.7,17.9,"SW",18,6.8
6085,8548,2015-06-21,28.7,36.8,23.5,"NNE",36,10.1
6086,8570,2015-06-21,29,36.1,21.8,"NNE",32.4,11.1
6087,8567,2015-06-21,25.1,32.8,17.6,"N",25.2,5
6088,8571,2015-06-21,29.6,37,20.8,"N",NA,8.6
6089,8570,2015-06-21,29,36.1,21.8,"NNE",32.4,11.1
6091,8567,2015-06-21,25.1,32.8,17.6,"N",25.2,5
6093,8548,2015-06-21,28.7,36.8,23.5,"NNE",36,10.1
6094,8548,2015-06-21,28.7,36.8,23.5,"NNE",36,10.1
6095,8570,2015-06-21,29,36.1,21.8,"NNE",32.4,11.1
6096,8571,2015-06-21,29.6,37,20.8,"N",NA,8.6
6097,8558,2015-06-21,27,38.5,17,"SW",32.4,11.7
6098,8567,2015-06-22,25,33.8,17.6,"W",21.6,5.4
6100,8567,2015-06-22,25,33.8,17.6,"W",21.6,5.4
6101,8521,2015-06-22,20.5,22.9,18.7,"SSW",NA,5
6103,8570,2015-06-22,27.9,36,17.7,"WSW",28.8,9.9
6104,8551,2015-06-22,23.9,33.8,17.4,"W",21.6,3.2
6107,8571,2015-06-22,26.2,34.6,16,"W",NA,8.9
6108,8567,2015-06-22,25,33.8,17.6,"W",21.6,5.4
6109,8571,2015-06-22,26.2,34.6,16,"W",NA,8.9
6110,8558,2015-06-22,24.2,35.2,15,"SW",36,14.4
6111,8551,2015-06-22,23.9,33.8,17.4,"W",21.6,3.2
6113,8548,2015-06-22,23.8,34.6,16,"W",25.2,7.8
6115,8567,2015-06-22,25,33.8,17.6,"W",21.6,5.4
6116,8567,2015-06-23,19.6,29,13.6,"SW",28.8,9.5
6119,8567,2015-06-23,19.6,29,13.6,"SW",28.8,9.5
6120,8521,2015-06-23,20.4,22.2,17.9,"WSW",NA,7.2
6121,8521,2015-06-23,20.4,22.2,17.9,"WSW",NA,7.2
6122,8521,2015-06-23,20.4,22.2,17.9,"WSW",NA,7.2
6123,8567,2015-06-23,19.6,29,13.6,"SW",28.8,9.5
6124,8521,2015-06-23,20.4,22.2,17.9,"WSW",NA,7.2
6125,8521,2015-06-23,20.4,22.2,17.9,"WSW",NA,7.2
6126,8548,2015-06-23,18,22.9,15.8,"W",32.4,9
6132,8548,2015-06-24,16.7,22.9,11.8,"NW",32.4,7.4
6140,8567,2015-06-24,15.5,21.4,11.8,"SW",32.4,6.5
6141,8558,2015-06-24,19.6,27.6,10.6,"WNW",46.8,16.2
6142,8521,2015-06-24,20.7,23.6,18,"WNW",32.4,7.7
6143,8551,2015-06-24,17.9,21.1,16.1,"WNW",21.6,4.1
6145,8548,2015-06-24,16.7,22.9,11.8,"NW",32.4,7.4
6147,8521,2015-06-24,20.7,23.6,18,"WNW",32.4,7.7
6149,8567,2015-06-24,15.5,21.4,11.8,"SW",32.4,6.5
6152,8537,2015-06-24,NA,NA,NA,"WNW",NA,12
6155,8548,2015-06-24,16.7,22.9,11.8,"NW",32.4,7.4
6157,8548,2015-06-24,16.7,22.9,11.8,"NW",32.4,7.4
6158,8551,2015-06-24,17.9,21.1,16.1,"WNW",21.6,4.1
6160,8570,2015-06-24,19.2,28.7,12.1,"W",43.2,11.6
6163,8562,2015-06-25,20.7,29.9,13.6,"WNW",NA,12
6165,8548,2015-06-25,18.4,24.8,13.3,"NW",32.4,7.8
6167,8521,2015-06-25,20.9,23.5,18.5,"WNW",18,6.8
6168,8567,2015-06-25,19.5,28.3,13.4,"W",36,4.8
6169,8521,2015-06-25,20.9,23.5,18.5,"WNW",18,6.8
6172,8567,2015-06-25,19.5,28.3,13.4,"W",36,4.8
6173,8548,2015-06-25,18.4,24.8,13.3,"NW",32.4,7.8
6174,8558,2015-06-25,20.6,30.5,11.5,"WNW",28.8,10.8
6175,8561,2015-06-25,19.4,28.3,12.9,"WNW",36,15.8
6177,8521,2015-06-25,20.9,23.5,18.5,"WNW",18,6.8
6179,8567,2015-06-25,19.5,28.3,13.4,"W",36,4.8
6181,8548,2015-06-25,18.4,24.8,13.3,"NW",32.4,7.8
