"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","firstInterv_date","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","temp","tempMax","windVelocity","windGust"
4497,"Beira Litoral","Coimbra","Condeixa-a-Nova","Furadouro","40.1611111111111",-8.15083333333333,"firepit",2015-04-04,23:04:00,2015-04-05,2015-04-04,1,0,0,1,0.02,1,19.6,26.4,7.7,32.4
4498,"Beira Litoral","Aveiro","Albergaria-a-Velha","Angeja","40.1647222222222",-8.16361111111111,"agric_burn",2015-04-04,23:13:00,2015-04-05,2015-04-04,0,1,0,1,0.001,0,19.6,26.4,7.7,32.4
4499,"Entre Douro e Minho","Porto","Paredes","Vilela","41.1663888888889",-8.15722222222222,"firepit",2015-04-04,23:29:00,2015-04-05,2015-04-04,0,1,0,1,0.02,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4500,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Lagoa","41.1597222222222",-6.16638888888889,"fire",2015-04-04,23:30:00,2015-04-05,2015-04-05,0,1,0,1,1.06,0,17,25.6,8.1,25.2
4501,"Ribatejo e Oeste","Santarém","Ourém","Freixianda","39.1566666666667",-8.165,"firepit",2015-04-04,23:45:00,2015-04-05,2015-04-04,0,1,0,1,0.223,0,18.2,27,7.2,21.6
4502,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Boivães","41.1575",-8.15805555555556,"firepit",2015-04-04,23:57:00,2015-04-05,2015-04-05,0.08,0.92,0,1,0.25,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4503,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Pinheiro da Bemposta","40.15",-8.15138888888889,"firepit",2015-04-05,00:04:00,2015-04-05,2015-04-05,0,1,0,1,0.045,1,18.9,26.9,10.8,43.2
4504,"Entre Douro e Minho","Porto","Baião","Gove","41.1516666666667",-8.16305555555556,"firepit",2015-04-05,00:30:00,2015-04-05,2015-04-05,0,1,0,1,0.6,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4505,"Entre Douro e Minho","Porto","Felgueiras","Idães","41.1638888888889",-8.15916666666667,"firepit",2015-04-05,00:35:00,2015-04-05,2015-04-05,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4506,"Entre Douro e Minho","Porto","Amarante","Jazente","41.1608333333333",-8.15805555555556,"firepit",2015-04-05,00:40:00,2015-04-05,2015-04-05,0.3,0.7,0,1,0.1,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4507,"Entre Douro e Minho","Braga","Fafe","São Gens","41.1641666666667",-8.16138888888889,"fire",2015-04-05,00:48:00,2015-04-05,2015-04-05,0.565217391304348,0.434782608695652,0,1,46,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4508,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Gondoriz","41.16",-8.15777777777778,"fire",2015-04-05,01:11:00,2015-04-05,2015-04-05,1,0,0,1,2,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4509,"Entre Douro e Minho","Porto","Marco De Canaveses","Paços de Gaiolo","41.1588888888889",-8.15861111111111,"fire",2015-04-05,01:30:00,2015-04-05,2015-04-05,1,0,0,1,1.09,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4510,"Entre Douro e Minho","Porto","Paredes","Aguiar de Sousa","41.1608333333333",-8.15222222222222,"firepit",2015-04-05,01:50:00,2015-04-05,2015-04-05,0,1,0,1,0.05,0,13.7,20.9,7.4,36
4511,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Mazouco","41.1636111111111",-6.16555555555556,"fire",2015-04-05,02:40:00,2015-04-05,2015-04-05,0,1,0,1,8.82,0,16,25.6,9.5,28.8
4512,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Boivães","41.1541666666667",-8.1625,"fire",2015-04-05,02:50:00,2015-04-05,2015-04-05,0,1,0,1,1,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4513,"Beira Litoral","Aveiro","Vagos","Sosa","40.1508333333333",-8.15861111111111,"firepit",2015-04-05,03:07:00,2015-04-05,2015-04-05,1,0,0,1,0.0068,1,18.9,26.9,10.8,43.2
4514,"Entre Douro e Minho","Porto","Baião","Tresouras","41.1530555555556",-7.16027777777778,"firepit",2015-04-05,03:20:00,2015-04-05,2015-04-05,0,1,0,1,0.1,1,13.7,20.9,7.4,36
4515,"Entre Douro e Minho","Porto","Baião","União das freguesias de Loivos da Ribeira e Tresouras","41.1663888888889",-7.15,"firepit",2015-04-05,04:05:00,2015-04-05,2015-04-05,0,1,0,1,0.1,1,13.7,20.9,7.4,36
4516,"Entre Douro e Minho","Porto","Amarante","Jazente","41.1616666666667",-8.15666666666667,"firepit",2015-04-05,05:00:00,2015-04-05,2015-04-05,0,1,0,1,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4517,"Trás-os-Montes","Viseu","Moimenta da Beira","Arcozelos","40.1516666666667",-7.165,"fire",2015-04-05,05:05:00,2015-04-05,2015-04-05,1,0,0,1,1,0,18,25.3,8.6,28.8
4518,"Entre Douro e Minho","Braga","Barcelos","Moure","41.1511111111111",-8.15638888888889,"agric_burn",2015-04-05,05:54:00,2015-04-05,2015-04-05,1,0,0,1,0.005,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4519,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela","41.1630555555556",-8.15,"agriculture",2015-04-05,07:28:00,2015-04-05,2015-04-05,0,0,1,0,0.1,0,13.7,20.9,7.4,36
4520,"Entre Douro e Minho","Braga","Vila Nova de Famalicão","Vermoim","41.1547222222222",-8.15083333333333,"firepit",2015-04-05,08:24:00,2015-04-05,2015-04-05,0,1,0,1,0.002,0,13.7,20.9,7.4,36
4521,"Entre Douro e Minho","Porto","Felgueiras","União das freguesias de Vila Cova da Lixa e Borba de Godim","41.1511111111111",-8.16083333333333,"firepit",2015-04-05,08:49:00,2015-04-05,2015-04-05,0,1,0,1,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4522,"Entre Douro e Minho","Braga","Terras de Bouro","Valdosende","41.1658333333333",-8.16083333333333,"firepit",2015-04-05,09:00:00,2015-04-05,2015-04-05,1,0,0,1,0.15,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4523,"Entre Douro e Minho","Porto","Penafiel","Canelas","41.1619444444444",-8.15972222222222,"fire",2015-04-05,09:00:00,2015-04-05,2015-04-05,0.219679633867277,0.780320366132723,0,1,4.37,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4524,"Entre Douro e Minho","Porto","Lousada","Sousela","41.1511111111111",-8.16194444444444,"firepit",2015-04-05,09:20:00,2015-04-05,2015-04-05,0,1,0,1,0.25,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4525,"Trás-os-Montes","Vila Real","Vila Real","Vilarinho de Samardã","41.1588888888889",-7.16083333333333,"firepit",2015-04-05,09:27:00,2015-04-05,2015-04-05,0,1,0,1,0.08,0,13.7,20.9,7.4,36
4526,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","União das freguesias de Entre Ambos-os-Rios, Ermida e Germil","41.1547222222222",-8.16555555555556,"fire",2015-04-05,09:52:00,2015-04-05,2015-04-05,0,1,0,1,15,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4527,"Entre Douro e Minho","Porto","Amarante","Mancelos","41.1647222222222",-8.15944444444444,"firepit",2015-04-05,10:35:00,2015-04-05,2015-04-05,1,0,0,1,0.3778,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4528,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","União das freguesias de Subportela, Deocriste e Portela Susã","41.1661111111111",-8.15,"firepit",2015-04-05,11:34:00,2015-04-05,2015-04-05,0,1,0,1,0.01,0,13.7,20.9,7.4,36
4529,"Trás-os-Montes","Vila Real","Chaves","Ervededo","41.1633333333333",-7.16083333333333,"fire",2015-04-05,11:35:00,2015-04-05,2015-04-05,0,1,0,1,4,0,13.7,20.9,7.4,36
4530,"Trás-os-Montes","Vila Real","Chaves","Anelhe","41.1613888888889",-7.16611111111111,"firepit",2015-04-05,11:57:00,2015-04-05,2015-04-05,1,0,0,1,0.5,0,13.7,20.9,7.4,36
4531,"Trás-os-Montes","Vila Real","Boticas","Beça","41.1652777777778",-7.16083333333333,"firepit",2015-04-05,12:40:00,2015-04-05,2015-04-05,0,1,0,1,0.5,0,13.7,20.9,7.4,36
4532,"Entre Douro e Minho","Viseu","Cinfães","Espadanedo","41.1661111111111",-8.165,"firepit",2015-04-05,12:48:00,2015-04-05,2015-04-05,0,1,0,1,0.03,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4533,"Entre Douro e Minho","Braga","Terras de Bouro","Carvalheira","41.1652777777778",-8.15,"fire",2015-04-05,12:50:00,2015-04-05,2015-04-05,0.8,0.2,0,1,5,0,13.7,20.9,7.4,36
4534,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Limões","41.1619444444444",-7.16222222222222,"firepit",2015-04-05,13:00:00,2015-04-05,2015-04-05,0,1,0,1,0.04,1,13.7,20.9,7.4,36
4535,"Entre Douro e Minho","Viana do Castelo","Melgaço","Parada do Monte","42.1547222222222",-8.16333333333333,"agric_burn",2015-04-05,13:24:00,2015-04-05,2015-04-05,0,1,0,1,18.502,0,16,25.6,9.5,28.8
4536,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41.1572222222222",-8.16,"agric_burn",2015-04-05,13:41:00,2015-04-05,2015-04-05,0,1,0,1,0.03,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4537,"Entre Douro e Minho","Viana do Castelo","Ponte De Lima","Rendufe","41.1538888888889",-8.15444444444445,"firepit",2015-04-05,13:42:00,2015-04-05,2015-04-05,0,1,0,1,0.01,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4538,"Entre Douro e Minho","Aveiro","Arouca","Santa Eulália","40.1658333333333",-8.15277777777778,"firepit",2015-04-05,13:43:00,2015-04-05,2015-04-05,0,1,0,1,0.045,0,18.9,26.9,10.8,43.2
4539,"Entre Douro e Minho","Braga","Fafe","Vinhós","41.1661111111111",-8.15944444444444,"fire",2015-04-05,14:04:00,2015-04-05,2015-04-05,1,0,0,1,1.5,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4540,"Entre Douro e Minho","Braga","Braga","Vilaça","41.1522222222222",-8.16277777777778,"fire",2015-04-05,14:10:00,2015-04-06,2015-04-05,1,0,0,1,37.72,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4541,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Sobradelo da Goma","41.1583333333333",-8.15666666666667,"fire",2015-04-05,14:52:00,2015-04-06,2015-04-05,0.191791331031837,0.808208668968163,0,1,26.07,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4542,"Trás-os-Montes","Bragança","Carrazeda de Ansiães","Fonte Longa","41.1663888888889",-7.1625,"fire",2015-04-05,14:54:00,2015-04-05,2015-04-05,0,1,0,1,3.93,1,13.7,20.9,7.4,36
4543,"Entre Douro e Minho","Viseu","Cinfães","Espadanedo","41.1508333333333",-8.15166666666667,"fire",2015-04-05,14:57:00,2015-04-05,2015-04-05,0,1,0,1,3.5,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4544,"Trás-os-Montes","Vila Real","Peso da Régua","Sedielos","41.1583333333333",-7.15666666666667,"fire",2015-04-05,15:00:00,2015-04-05,2015-04-05,0,1,0,1,6,0,13.7,20.9,7.4,36
4545,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Telões","41.1583333333333",-7.15694444444444,"firepit",2015-04-05,15:00:00,2015-04-05,2015-04-05,0,1,0,1,0.9,1,13.7,20.9,7.4,36
4546,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","União das freguesias de Subportela, Deocriste e Portela Susã","41.1661111111111",-8.15,"fire",2015-04-05,15:03:00,2015-04-05,2015-04-05,1,0,0,1,1.79,1,13.7,20.9,7.4,36
4547,"Entre Douro e Minho","Viana do Castelo","Vila Nova de Cerveira","Mentrestido","41.1558333333333",-8.1525,"firepit",2015-04-05,15:09:00,2015-04-05,2015-04-05,1,0,0,1,0.5,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4548,"Ribatejo e Oeste","Santarém","Abrantes","Abrantes (São Vicente)","39.1569444444444",-8.15083333333333,"agriculture",2015-04-05,15:11:00,2015-04-05,2015-04-05,0,0,1,0,0.035,0,18.8,28.5,3.6,18
4549,"Beira Litoral","Viseu","Viseu","União das freguesias de Couto de Baixo e Couto de Cima","40.1552777777778",-7.15833333333333,"firepit",2015-04-05,15:19:00,2015-04-05,2015-04-05,0.571428571428571,0.428571428571428,0,1,0.035,0,18,25.3,8.6,28.8
4550,"Entre Douro e Minho","Viana do Castelo","Monção","Riba de Mouro","41.165",-8.165,"fire",2015-04-05,15:32:00,2015-04-05,2015-04-05,0,1,0,1,2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4551,"Entre Douro e Minho","Porto","Penafiel","Oldrões","41.1538888888889",-8.16388888888889,"firepit",2015-04-05,15:45:00,2015-04-05,2015-04-05,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4552,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","União das freguesias de São Jorge e Ermelo","41.1611111111111",-8.15416666666667,"fire",2015-04-05,15:47:00,2015-04-05,2015-04-05,0.125,0.875,0,1,16,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4553,"Entre Douro e Minho","Braga","Fafe","Fornelos","41.15",-8.15916666666667,"firepit",2015-04-05,15:52:00,2015-04-05,2015-04-05,0,1,0,1,0.05,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4554,"Entre Douro e Minho","Porto","Lousada","Sousela","41.1527777777778",-8.16194444444444,"firepit",2015-04-05,16:03:00,2015-04-05,2015-04-05,0,1,0,1,0.05,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4555,"Beira Litoral","Coimbra","Arganil","Teixeira","40.1625",-7.15972222222222,"firepit",2015-04-05,16:45:00,2015-04-05,2015-04-05,0,1,0,1,0.001,0,18,25.3,8.6,28.8
4556,"Entre Douro e Minho","Porto","Amarante","Jazente","41.1605555555556",-8.15888888888889,"firepit",2015-04-05,16:52:00,2015-04-05,2015-04-05,0,1,0,1,0.04,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4557,"Entre Douro e Minho","Porto","Paredes","Rebordosa","41.165",-8.155,"firepit",2015-04-05,17:00:00,2015-04-05,2015-04-05,0,1,0,1,0.3,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4558,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Areosa","41.1644444444444",-8.16111111111111,"firepit",2015-04-05,17:13:00,2015-04-05,2015-04-05,0,1,0,1,0.04,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4559,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Serzedelo","41.1636111111111",-8.16472222222222,"fire",2015-04-05,17:18:00,2015-04-05,2015-04-05,0.130434782608696,0.869565217391304,0,1,1.15,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4560,"Entre Douro e Minho","Porto","Paredes","Rebordosa","41.1508333333333",-8.1525,"firepit",2015-04-05,17:40:00,2015-04-05,2015-04-05,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4561,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Limões","41.1583333333333",-7.165,"fire",2015-04-05,17:55:00,2015-04-05,2015-04-05,1,0,0,1,8,1,13.7,20.9,7.4,36
4562,"Trás-os-Montes","Bragança","Vimioso","Matela","41.1502777777778",-6.15333333333333,"agriculture",2015-04-05,18:06:00,2015-04-05,2015-04-05,0,0,1,0,0.007,0,16,25.6,9.5,28.8
4563,"Entre Douro e Minho","Porto","Paredes","Vilela","41.1594444444444",-8.16416666666667,"firepit",2015-04-05,18:15:00,2015-04-05,2015-04-05,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4564,"Entre Douro e Minho","Viana do Castelo","Caminha","União das freguesias de Venade e Azevedo","41.1538888888889",-8.16138888888889,"agriculture",2015-04-05,18:24:00,2015-04-05,2015-04-05,0,0,1,0,0.02,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4565,"Entre Douro e Minho","Viseu","Resende","Panchorra","41.1630555555556",-7.16166666666667,"fire",2015-04-05,18:25:00,2015-04-05,2015-04-05,0,1,0,1,1.5,0,13.7,20.9,7.4,36
4566,"Trás-os-Montes","Vila Real","Boticas","Cerdedo","41.1625",-7.165,"firepit",2015-04-05,18:28:00,2015-04-05,2015-04-05,1,0,0,1,0.5,0,13.7,20.9,7.4,36
4567,"Entre Douro e Minho","Porto","Amarante","União das freguesias de Aboadela, Sanche e Várzea","41.1619444444444",-7.15472222222222,"firepit",2015-04-05,18:30:00,2015-04-05,2015-04-05,0,1,0,1,0.09,0,13.7,20.9,7.4,36
4568,"Entre Douro e Minho","Braga","Celorico de Basto","Basto (São Clemente)","41.1661111111111",-8.16222222222222,"fire",2015-04-05,18:31:00,2015-04-06,2015-04-05,0.131386861313869,0.868613138686131,0,1,137,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4569,"Entre Douro e Minho","Porto","Póvoa de Varzim","Laundos","41.1569444444444",-8.15777777777778,"firepit",2015-04-05,18:32:00,2015-04-05,2015-04-05,0.840425531914894,0.159574468085106,0,1,0.94,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4570,"Trás-os-Montes","Bragança","Bragança","União das freguesias de Rebordainhos e Pombares","41.1566666666667",-6.15555555555556,"fire",2015-04-05,18:33:00,2015-04-05,2015-04-05,0,1,0,1,3,0,16,25.6,9.5,28.8
4571,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","União das freguesias de São Jorge e Ermelo","41.1594444444444",-8.15166666666667,"fire",2015-04-05,18:58:00,2015-04-06,2015-04-05,0.666666666666667,0.333333333333333,0,1,45,0,13.7,20.9,7.4,36
4572,"Entre Douro e Minho","Porto","Paredes","Besteiros","41.1575",-8.15861111111111,"firepit",2015-04-05,19:27:00,2015-04-05,2015-04-05,0,1,0,1,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4573,"Entre Douro e Minho","Porto","Penafiel","Duas Igrejas","41.1647222222222",-8.16305555555556,"firepit",2015-04-05,19:27:00,2015-04-05,2015-04-05,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4574,"Entre Douro e Minho","Viana do Castelo","Caminha","Seixas","41.1583333333333",-8.15388888888889,"agriculture",2015-04-05,19:28:00,2015-04-05,2015-04-05,0,0,1,0,0.3,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4575,"Beira Litoral","Viseu","Tondela","União das freguesias de São Miguel do Outeiro e Sabugosa","40.1544444444444",-8.16055555555556,"firepit",2015-04-05,20:20:00,2015-04-05,2015-04-05,0,1,0,1,0.001,0,18.9,26.9,10.8,43.2
4576,"Entre Douro e Minho","Braga","Celorico De Basto","Arnóia","41.1652777777778",-8.16333333333333,"firepit",2015-04-05,20:31:00,2015-04-05,2015-04-05,0.434782608695652,0.565217391304348,0,1,0.46,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4577,"Entre Douro e Minho","Viana do Castelo","Melgaço","Parada do Monte","42.1547222222222",-8.16333333333333,"firepit",2015-04-05,20:58:00,2015-04-06,2015-04-05,0,1,0,1,0.5,0,16,25.6,9.5,28.8
4578,"Entre Douro e Minho","Porto","Amarante","Fregim","41.1633333333333",-8.16555555555556,"firepit",2015-04-05,21:00:00,2015-04-05,2015-04-05,1,0,0,1,0.06,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4579,"Entre Douro e Minho","Braga","Vieira do Minho","União das freguesias de Ventosa e Cova","41.15",-8.16138888888889,"firepit",2015-04-05,21:20:00,2015-04-05,2015-04-05,0,1,0,1,0.02,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4580,"Entre Douro e Minho","Porto","Penafiel","Recezinhos (São Mamede)","41.1533333333333",-8.15166666666667,"firepit",2015-04-05,21:30:00,2015-04-05,2015-04-05,0,1,0,1,0.08,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4581,"Entre Douro e Minho","Porto","Baião","União das freguesias de Baião (Santa Leocádia) e Mesquinhata","41.1619444444444",-7.16611111111111,"firepit",2015-04-05,22:10:00,2015-04-06,2015-04-05,0,1,0,1,0.18,0,13.7,20.9,7.4,36
4582,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Rendufinho","41.1658333333333",-8.16416666666667,"agriculture",2015-04-05,22:12:00,2015-04-05,2015-04-05,0,0,1,0,0.02,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4583,"Entre Douro e Minho","Porto","Paredes","Lordelo","41.1561111111111",-8.15583333333333,"firepit",2015-04-05,22:25:00,2015-04-05,2015-04-05,0,1,0,1,0.005,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4584,"Entre Douro e Minho","Porto","Paredes","Beire","41.1647222222222",-8.15083333333333,"agriculture",2015-04-05,22:38:00,2015-04-05,2015-04-05,0,0,1,0,0.15,0,13.7,20.9,7.4,36
4585,"Beira Litoral","Viseu","Viseu","Cota","40.16",-7.16555555555556,"firepit",2015-04-05,22:54:00,2015-04-06,2015-04-05,0,1,0,1,0.5,0,18,25.3,8.6,28.8
4586,"Entre Douro e Minho","Viseu","Cinfães","Tendais","41.1644444444444",-8.16638888888889,"firepit",2015-04-05,23:00:00,2015-04-06,2015-04-05,0,1,0,1,0.001,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4587,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Mujães","41.1597222222222",-8.15555555555556,"firepit",2015-04-05,23:08:00,2015-04-06,2015-04-05,0,1,0,1,0.002,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4588,"Entre Douro e Minho","Porto","Paredes","Vandoma","41.1519444444444",-8.15055555555556,"firepit",2015-04-05,23:15:00,2015-04-06,2015-04-05,0,1,0,1,0.05,0,13.7,20.9,7.4,36
4589,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41.1619444444444",-6.16027777777778,"fire",2015-04-05,23:20:00,2015-04-06,2015-04-05,0.214765100671141,0.785234899328859,0,1,1.49,0,16,25.6,9.5,28.8
4590,"Entre Douro e Minho","Braga","Barcelos","Panque","41.1638888888889",-8.15722222222222,"fire",2015-04-06,00:20:00,2015-04-06,2015-04-06,1,0,0,1,19.57,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4591,"Entre Douro e Minho","Porto","Amarante","União das freguesias de Real, Ataíde e Oliveira","41.1625",-8.15638888888889,"firepit",2015-04-06,01:05:00,2015-04-06,2015-04-06,0,1,0,1,0.06,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4592,"Entre Douro e Minho","Porto","Penafiel","Vila Cova","41.1627777777778",-8.15916666666667,"firepit",2015-04-06,01:07:00,2015-04-06,2015-04-06,0,1,0,1,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4593,"Entre Douro e Minho","Viana do Castelo","Caminha","Vilar de Mouros","41.1561111111111",-8.155,"firepit",2015-04-06,02:22:00,2015-04-06,2015-04-06,0,1,0,1,0.02,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4594,"Entre Douro e Minho","Porto","Paredes","Rebordosa","41.1508333333333",-8.16361111111111,"firepit",2015-04-06,06:11:00,2015-04-06,2015-04-06,1,0,0,1,0.07,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4595,"Entre Douro e Minho","Porto","Penafiel","Penafiel","41.1522222222222",-8.15138888888889,"firepit",2015-04-06,06:20:00,2015-04-06,2015-04-06,0,1,0,1,0.05,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4596,"Trás-os-Montes","Viseu","Tarouca","Tarouca","41.1516666666667",-7.155,"firepit",2015-04-06,06:36:00,2015-04-06,2015-04-06,0,1,0,1,0.01,0,15,23.2,4.7,21.6
4597,"Beira Litoral","Viseu","Viseu","Cota","40.1525",-7.16416666666667,"firepit",2015-04-06,07:05:00,2015-04-06,2015-04-06,1,0,0,1,0.1,0,17.7,24.4,7.5,28.8
4598,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Rio Douro","41.1572222222222",-7.15722222222222,"fire",2015-04-06,08:55:00,2015-04-06,2015-04-06,0.5,0.5,0,1,4,0,15,23.2,4.7,21.6
4599,"Trás-os-Montes","Viseu","Lamego","Valdigem","41.1597222222222",-7.165,"fire",2015-04-06,09:10:00,2015-04-06,2015-04-06,0.385135135135135,0.614864864864865,0,1,148,0,15,23.2,4.7,21.6
4600,"Entre Douro e Minho","Braga","Vieira do Minho","Mosteiro","41.155",-8.15,"fire",2015-04-06,09:20:00,2015-04-06,2015-04-06,1,0,0,1,3,0,15,23.2,4.7,21.6
4601,"Entre Douro e Minho","Braga","Fafe","Silvares (São Martinho)","41.1608333333333",-8.16611111111111,"fire",2015-04-06,10:23:00,2015-04-06,2015-04-06,0.5,0.5,0,1,1,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4602,"Beira Litoral","Viseu","Viseu","União das freguesias de Couto de Baixo e Couto de Cima","40.1552777777778",-7.15833333333333,"firepit",2015-04-06,10:40:00,2015-04-06,2015-04-06,0.964912280701754,0.0350877192982456,0,1,0.57,0,17.7,24.4,7.5,28.8
4603,"Entre Douro e Minho","Viana do Castelo","Monção","Merufe","42.1569444444444",-8.16166666666667,"fire",2015-04-06,11:24:00,2015-04-06,2015-04-06,0,1,0,1,25,0,16.3,23.5,6.8,25.2
4604,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","União das freguesias de Subportela, Deocriste e Portela Susã","41.1602777777778",-8.16055555555556,"fire",2015-04-06,11:53:00,2015-04-06,2015-04-06,0.588305135054913,0.411694864945088,0,1,47.166,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4605,"Entre Douro e Minho","Porto","Baião","União das freguesias de Baião (Santa Leocádia) e Mesquinhata","41.1641666666667",-8.16361111111111,"firepit",2015-04-06,12:00:00,2015-04-06,2015-04-06,0,1,0,1,0.131,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
4606,"Trás-os-Montes","Vila Real","Murça","Jou","41.1572222222222",-7.16611111111111,"fire",2015-04-06,12:27:00,2015-04-06,2015-04-06,0.1,0.9,0,1,1,1,15,23.2,4.7,21.6
4607,"Ribatejo e Oeste","Santarém","Salvaterra de Magos","Salvaterra de Magos","39.15",-8.16361111111111,"agriculture",2015-04-06,12:29:00,2015-04-06,2015-04-06,0,0,1,0,0.24,0,16.4,23.4,9,25.2
4608,"Beira Litoral","Leiria","Alvaiázere","Maçãs de Dona Maria","39.1588888888889",-8.15194444444444,"agriculture",2015-04-06,12:40:00,2015-04-06,2015-04-06,0,0,1,0,0.002,0,16.4,23.4,9,25.2
